"Region" "Treat" "X" "RegionTreat"
"7857" "WE" "Placebo" 0 "WE:Placebo"
"7858" "WE" "Placebo" 0 "WE:Placebo"
"7859" "WE" "Placebo" 0 "WE:Placebo"
"7860" "NA" "High" 0 "NA:High"
"7861" "WE" "Placebo" 0 "WE:Placebo"
"7862" "NA" "High" 0 "NA:High"
"7863" "NA" "High" 0 "NA:High"
"7864" "NA" "High" 1 "NA:High"
"7865" "WE" "Placebo" 0 "WE:Placebo"
"7866" "WE" "Placebo" 0 "WE:Placebo"
"7867" "WE" "Placebo" 0 "WE:Placebo"
"7868" "NA" "High" 0 "NA:High"
"7869" "WE" "Placebo" 0 "WE:Placebo"
"7870" "NA" "High" 0 "NA:High"
"7871" "NA" "High" 0 "NA:High"
"7872" "WE" "Placebo" 0 "WE:Placebo"
"7873" "WE" "Placebo" 1 "WE:Placebo"
"7874" "WE" "Placebo" 1 "WE:Placebo"
"7875" "WE" "Placebo" 0 "WE:Placebo"
"7876" "NA" "High" 0 "NA:High"
"7877" "NA" "High" 0 "NA:High"
"7878" "WE" "Placebo" 0 "WE:Placebo"
"7879" "WE" "Placebo" 0 "WE:Placebo"
"7880" "WE" "Placebo" 1 "WE:Placebo"
"7881" "WE" "Placebo" 0 "WE:Placebo"
"7882" "NA" "High" 0 "NA:High"
"7883" "NA" "High" 0 "NA:High"
"7884" "NA" "High" 0 "NA:High"
"7885" "WE" "Placebo" 0 "WE:Placebo"
"7886" "WE" "Placebo" 0 "WE:Placebo"
"7887" "WE" "Placebo" 1 "WE:Placebo"
"7888" "WE" "High" 0 "WE:High"
"7889" "WE" "Placebo" 0 "WE:Placebo"
"7890" "WE" "High" 0 "WE:High"
"7891" "WE" "Placebo" 1 "WE:Placebo"
"7892" "WE" "Placebo" 0 "WE:Placebo"
"7893" "WE" "Placebo" 1 "WE:Placebo"
"7894" "WE" "Placebo" 0 "WE:Placebo"
"7895" "WE" "Placebo" 0 "WE:Placebo"
"7896" "WE" "Placebo" 1 "WE:Placebo"
"7897" "WE" "High" 0 "WE:High"
"7898" "WE" "Placebo" 0 "WE:Placebo"
"7899" "WE" "Placebo" 0 "WE:Placebo"
"7900" "WE" "Placebo" 0 "WE:Placebo"
"7901" "WE" "Placebo" 0 "WE:Placebo"
"7902" "WE" "Placebo" 0 "WE:Placebo"
"7903" "WE" "Placebo" 0 "WE:Placebo"
"7904" "NA" "High" 0 "NA:High"
"7905" "NA" "High" 0 "NA:High"
"7906" "WE" "Placebo" 0 "WE:Placebo"
"7907" "NA" "High" 0 "NA:High"
"7908" "WE" "Placebo" 0 "WE:Placebo"
"7909" "WE" "Placebo" 0 "WE:Placebo"
"7910" "NA" "High" 0 "NA:High"
"7911" "NA" "High" 0 "NA:High"
"7912" "WE" "Placebo" 0 "WE:Placebo"
"7913" "WE" "Placebo" 0 "WE:Placebo"
"7914" "WE" "Placebo" 0 "WE:Placebo"
"7915" "WE" "Placebo" 0 "WE:Placebo"
"7916" "WE" "Placebo" 1 "WE:Placebo"
"7917" "NA" "High" 0 "NA:High"
"7918" "WE" "Placebo" 0 "WE:Placebo"
"7919" "WE" "Placebo" 0 "WE:Placebo"
"7920" "WE" "Placebo" 0 "WE:Placebo"
"7921" "WE" "Placebo" 1 "WE:Placebo"
"7922" "NA" "High" 0 "NA:High"
"7923" "NA" "High" 0 "NA:High"
"7924" "WE" "Placebo" 0 "WE:Placebo"
"7925" "NA" "High" 0 "NA:High"
"7926" "EE" "Placebo" 1 "EE:Placebo"
"7927" "EE" "Placebo" 1 "EE:Placebo"
"7928" "NA" "High" 0 "NA:High"
"7929" "EE" "Placebo" 0 "EE:Placebo"
"7930" "NA" "High" 0 "NA:High"
"7931" "NA" "High" 1 "NA:High"
"7932" "NA" "High" 0 "NA:High"
"7933" "NA" "High" 0 "NA:High"
"7934" "NA" "High" 0 "NA:High"
"7935" "NA" "High" 1 "NA:High"
"7936" "NA" "High" 0 "NA:High"
"7937" "EE" "Placebo" 0 "EE:Placebo"
"7938" "NA" "High" 0 "NA:High"
"7939" "EE" "Placebo" 0 "EE:Placebo"
"7940" "EE" "Placebo" 0 "EE:Placebo"
"7941" "NA" "High" 0 "NA:High"
"7942" "EE" "Placebo" 0 "EE:Placebo"
"7943" "EE" "Placebo" 0 "EE:Placebo"
"7944" "EE" "Placebo" 0 "EE:Placebo"
"7945" "EE" "Placebo" 0 "EE:Placebo"
"7946" "NA" "High" 0 "NA:High"
"7947" "EE" "Placebo" 0 "EE:Placebo"
"7948" "NA" "High" 0 "NA:High"
"7949" "EE" "Placebo" 0 "EE:Placebo"
"7950" "EE" "Placebo" 0 "EE:Placebo"
"7951" "EE" "Placebo" 0 "EE:Placebo"
"7952" "EE" "Placebo" 0 "EE:Placebo"
"7953" "EE" "Placebo" 0 "EE:Placebo"
"7954" "EE" "Placebo" 0 "EE:Placebo"
"7955" "EE" "Placebo" 0 "EE:Placebo"
"7956" "EE" "Placebo" 0 "EE:Placebo"
"7957" "NA" "High" 0 "NA:High"
"7958" "EE" "Placebo" 0 "EE:Placebo"
"7959" "EE" "Placebo" 1 "EE:Placebo"
"7960" "EE" "Placebo" 0 "EE:Placebo"
"7961" "NA" "High" 0 "NA:High"
"7962" "EE" "Placebo" 0 "EE:Placebo"
"7963" "NA" "High" 0 "NA:High"
"7964" "NA" "High" 0 "NA:High"
"7965" "EE" "Placebo" 0 "EE:Placebo"
"7966" "EE" "Placebo" 0 "EE:Placebo"
"7967" "NA" "Placebo" 1 "NA:Placebo"
"7968" "NA" "High" 0 "NA:High"
"7969" "NA" "Placebo" 0 "NA:Placebo"
"7970" "NA" "Placebo" 0 "NA:Placebo"
"7971" "NA" "High" 1 "NA:High"
"7972" "NA" "Placebo" 0 "NA:Placebo"
"7973" "NA" "Placebo" 0 "NA:Placebo"
"7974" "NA" "High" 0 "NA:High"
"7975" "NA" "Placebo" 0 "NA:Placebo"
"7976" "NA" "Placebo" 0 "NA:Placebo"
"7977" "NA" "High" 0 "NA:High"
"7978" "NA" "High" 0 "NA:High"
"7979" "NA" "Placebo" 0 "NA:Placebo"
"7980" "NA" "High" 0 "NA:High"
"7981" "NA" "Placebo" 0 "NA:Placebo"
"7982" "NA" "High" 0 "NA:High"
"7983" "NA" "Placebo" 0 "NA:Placebo"
"7984" "NA" "High" 0 "NA:High"
"7985" "NA" "Placebo" 0 "NA:Placebo"
"7986" "NA" "High" 0 "NA:High"
"7987" "NA" "High" 0 "NA:High"
"7988" "NA" "Placebo" 1 "NA:Placebo"
"7989" "NA" "High" 0 "NA:High"
"7990" "NA" "Placebo" 1 "NA:Placebo"
"7991" "NA" "Placebo" 0 "NA:Placebo"
"7992" "NA" "High" 0 "NA:High"
"7993" "NA" "Placebo" 0 "NA:Placebo"
"7994" "WE" "High" 0 "WE:High"
"7995" "NA" "Placebo" 0 "NA:Placebo"
"7996" "WE" "High" 0 "WE:High"
"7997" "NA" "Placebo" 0 "NA:Placebo"
"7998" "NA" "Placebo" 0 "NA:Placebo"
"7999" "NA" "Placebo" 0 "NA:Placebo"
"8000" "EE" "Placebo" 0 "EE:Placebo"
"8001" "EE" "Placebo" 1 "EE:Placebo"
"8002" "EE" "Placebo" 0 "EE:Placebo"
"8003" "EE" "Placebo" 0 "EE:Placebo"
"8004" "EE" "Placebo" 0 "EE:Placebo"
"8005" "WE" "High" 0 "WE:High"
"8006" "EE" "Placebo" 1 "EE:Placebo"
"8007" "EE" "Placebo" 1 "EE:Placebo"
"8008" "EE" "Placebo" 0 "EE:Placebo"
"8009" "WE" "High" 0 "WE:High"
"8010" "EE" "Placebo" 0 "EE:Placebo"
"8011" "WE" "High" 1 "WE:High"
"8012" "WE" "High" 0 "WE:High"
"8013" "EE" "Placebo" 0 "EE:Placebo"
"8014" "EE" "Placebo" 0 "EE:Placebo"
"8015" "EE" "Placebo" 0 "EE:Placebo"
"8016" "WE" "High" 0 "WE:High"
"8017" "EE" "Placebo" 0 "EE:Placebo"
"8018" "EE" "Placebo" 0 "EE:Placebo"
"8019" "WE" "High" 0 "WE:High"
"8020" "EE" "Placebo" 1 "EE:Placebo"
"8021" "EE" "Placebo" 0 "EE:Placebo"
"8022" "EE" "Placebo" 0 "EE:Placebo"
"8023" "EE" "Placebo" 0 "EE:Placebo"
"8024" "WE" "High" 0 "WE:High"
"8025" "EE" "Placebo" 0 "EE:Placebo"
"8026" "WE" "High" 0 "WE:High"
"8027" "EE" "Placebo" 1 "EE:Placebo"
"8028" "EE" "Placebo" 0 "EE:Placebo"
"8029" "EE" "Placebo" 0 "EE:Placebo"
"8030" "EE" "Placebo" 0 "EE:Placebo"
"8031" "WE" "High" 0 "WE:High"
"8032" "WE" "Placebo" 0 "WE:Placebo"
"8033" "WE" "High" 0 "WE:High"
"8034" "WE" "High" 0 "WE:High"
"8035" "WE" "Placebo" 0 "WE:Placebo"
"8036" "WE" "Placebo" 0 "WE:Placebo"
"8037" "WE" "Placebo" 0 "WE:Placebo"
"8038" "WE" "Placebo" 0 "WE:Placebo"
"8039" "WE" "Placebo" 0 "WE:Placebo"
"8040" "WE" "Placebo" 1 "WE:Placebo"
"8041" "WE" "High" 0 "WE:High"
"8042" "WE" "Placebo" 0 "WE:Placebo"
"8043" "WE" "Placebo" 0 "WE:Placebo"
"8044" "WE" "Placebo" 0 "WE:Placebo"
"8045" "WE" "High" 0 "WE:High"
"8046" "WE" "Placebo" 0 "WE:Placebo"
"8047" "WE" "Placebo" 1 "WE:Placebo"
"8048" "NA" "High" 0 "NA:High"
"8049" "WE" "Placebo" 0 "WE:Placebo"
"8050" "WE" "Placebo" 0 "WE:Placebo"
"8051" "NA" "High" 0 "NA:High"
"8052" "WE" "Placebo" 0 "WE:Placebo"
"8053" "WE" "Placebo" 0 "WE:Placebo"
"8054" "WE" "Placebo" 0 "WE:Placebo"
"8055" "WE" "Placebo" 1 "WE:Placebo"
"8056" "NA" "High" 0 "NA:High"
"8057" "WE" "Placebo" 0 "WE:Placebo"
"8058" "NA" "High" 0 "NA:High"
"8059" "NA" "High" 0 "NA:High"
"8060" "WE" "Placebo" 0 "WE:Placebo"
"8061" "NA" "High" 0 "NA:High"
"8062" "WE" "Placebo" 0 "WE:Placebo"
"8063" "NA" "High" 0 "NA:High"
"8064" "NA" "Placebo" 0 "NA:Placebo"
"8065" "NA" "Placebo" 0 "NA:Placebo"
"8066" "NA" "High" 1 "NA:High"
"8067" "NA" "Placebo" 0 "NA:Placebo"
"8068" "NA" "High" 0 "NA:High"
"8069" "NA" "Placebo" 0 "NA:Placebo"
"8070" "NA" "High" 1 "NA:High"
"8071" "NA" "High" 0 "NA:High"
"8072" "NA" "Placebo" 0 "NA:Placebo"
"8073" "NA" "Placebo" 0 "NA:Placebo"
"8074" "NA" "Placebo" 0 "NA:Placebo"
"8075" "NA" "Placebo" 1 "NA:Placebo"
"8076" "NA" "Placebo" 0 "NA:Placebo"
"8077" "NA" "Placebo" 0 "NA:Placebo"
"8078" "NA" "Placebo" 1 "NA:Placebo"
"8079" "NA" "Placebo" 0 "NA:Placebo"
"8080" "WE" "High" 0 "WE:High"
"8081" "WE" "High" 1 "WE:High"
"8082" "NA" "Placebo" 0 "NA:Placebo"
"8083" "NA" "Placebo" 0 "NA:Placebo"
"8084" "NA" "Placebo" 0 "NA:Placebo"
"8085" "WE" "High" 0 "WE:High"
"8086" "NA" "Placebo" 1 "NA:Placebo"
"8087" "NA" "Placebo" 1 "NA:Placebo"
"8088" "NA" "Placebo" 0 "NA:Placebo"
"8089" "WE" "High" 0 "WE:High"
"8090" "WE" "High" 0 "WE:High"
"8091" "WE" "High" 0 "WE:High"
"8092" "NA" "Placebo" 0 "NA:Placebo"
"8093" "NA" "High" 0 "NA:High"
"8094" "NA" "High" 0 "NA:High"
"8095" "NA" "Placebo" 1 "NA:Placebo"
"8096" "NA" "High" 0 "NA:High"
"8097" "NA" "High" 1 "NA:High"
"8098" "NA" "High" 0 "NA:High"
"8099" "NA" "Placebo" 0 "NA:Placebo"
"8100" "NA" "Placebo" 0 "NA:Placebo"
"8101" "NA" "Placebo" 0 "NA:Placebo"
"8102" "NA" "High" 0 "NA:High"
"8103" "NA" "High" 0 "NA:High"
"8104" "NA" "High" 0 "NA:High"
"8105" "NA" "Placebo" 0 "NA:Placebo"
"8106" "NA" "High" 0 "NA:High"
"8107" "NA" "Placebo" 1 "NA:Placebo"
"8108" "NA" "Placebo" 0 "NA:Placebo"
"8109" "NA" "High" 0 "NA:High"
"8110" "NA" "High" 0 "NA:High"
"8111" "NA" "High" 0 "NA:High"
"8112" "NA" "Placebo" 0 "NA:Placebo"
"8113" "NA" "Placebo" 0 "NA:Placebo"
"8114" "NA" "High" 0 "NA:High"
"8115" "NA" "High" 1 "NA:High"
"8116" "NA" "High" 0 "NA:High"
"8117" "NA" "High" 1 "NA:High"
"8118" "NA" "High" 0 "NA:High"
"8119" "NA" "High" 0 "NA:High"
"8120" "NA" "Placebo" 0 "NA:Placebo"
"8121" "NA" "Placebo" 0 "NA:Placebo"
"8122" "NA" "High" 0 "NA:High"
"8123" "NA" "High" 1 "NA:High"
"8124" "NA" "Placebo" 0 "NA:Placebo"
"8125" "NA" "High" 0 "NA:High"
"8126" "NA" "High" 0 "NA:High"
"8127" "NA" "High" 1 "NA:High"
"8128" "NA" "High" 0 "NA:High"
"8129" "NA" "Placebo" 0 "NA:Placebo"
"8130" "NA" "Placebo" 1 "NA:Placebo"
"8131" "NA" "Placebo" 1 "NA:Placebo"
"8132" "NA" "High" 0 "NA:High"
"8133" "NA" "Placebo" 0 "NA:Placebo"
"8134" "NA" "High" 0 "NA:High"
"8135" "NA" "Placebo" 0 "NA:Placebo"
"8136" "NA" "High" 0 "NA:High"
"8137" "NA" "Placebo" 0 "NA:Placebo"
"8138" "NA" "Placebo" 0 "NA:Placebo"
"8139" "NA" "High" 0 "NA:High"
"8140" "WE" "Placebo" 0 "WE:Placebo"
"8141" "WE" "Placebo" 0 "WE:Placebo"
"8142" "NA" "High" 0 "NA:High"
"8143" "WE" "Placebo" 0 "WE:Placebo"
"8144" "WE" "Placebo" 0 "WE:Placebo"
"8145" "WE" "Placebo" 0 "WE:Placebo"
"8146" "WE" "Placebo" 0 "WE:Placebo"
"8147" "WE" "Placebo" 0 "WE:Placebo"
"8148" "WE" "Placebo" 0 "WE:Placebo"
"8149" "WE" "Placebo" 0 "WE:Placebo"
"8150" "NA" "High" 0 "NA:High"
"8151" "WE" "Placebo" 0 "WE:Placebo"
"8152" "NA" "High" 0 "NA:High"
"8153" "WE" "Placebo" 0 "WE:Placebo"
"8154" "WE" "Placebo" 0 "WE:Placebo"
"8155" "NA" "High" 0 "NA:High"
"8156" "NA" "High" 0 "NA:High"
"8157" "NA" "High" 0 "NA:High"
"8158" "WE" "Placebo" 1 "WE:Placebo"
"8159" "WE" "Placebo" 0 "WE:Placebo"
"8160" "WE" "Placebo" 0 "WE:Placebo"
"8161" "NA" "High" 0 "NA:High"
"8162" "NA" "High" 0 "NA:High"
"8163" "WE" "Placebo" 0 "WE:Placebo"
"8164" "WE" "Placebo" 0 "WE:Placebo"
"8165" "NA" "High" 0 "NA:High"
"8166" "WE" "Placebo" 1 "WE:Placebo"
"8167" "NA" "High" 0 "NA:High"
"8168" "WE" "Placebo" 0 "WE:Placebo"
"8169" "WE" "Placebo" 0 "WE:Placebo"
"8170" "NA" "High" 0 "NA:High"
"8171" "NA" "High" 0 "NA:High"
"8172" "WE" "Placebo" 1 "WE:Placebo"
"8173" "WE" "Placebo" 0 "WE:Placebo"
"8174" "WE" "Placebo" 0 "WE:Placebo"
"8175" "WE" "Placebo" 0 "WE:Placebo"
"8176" "NA" "High" 1 "NA:High"
"8177" "NA" "High" 0 "NA:High"
"8178" "WE" "Placebo" 0 "WE:Placebo"
"8179" "NA" "High" 0 "NA:High"
"8180" "WE" "Placebo" 0 "WE:Placebo"
"8181" "WE" "Placebo" 0 "WE:Placebo"
"8182" "WE" "Placebo" 0 "WE:Placebo"
"8183" "WE" "Placebo" 0 "WE:Placebo"
"8184" "WE" "Placebo" 0 "WE:Placebo"
"8185" "WE" "Placebo" 0 "WE:Placebo"
"8186" "WE" "Placebo" 0 "WE:Placebo"
"8187" "NA" "High" 0 "NA:High"
"8188" "WE" "Placebo" 0 "WE:Placebo"
"8189" "WE" "Placebo" 0 "WE:Placebo"
"8190" "NA" "High" 0 "NA:High"
"8191" "WE" "Placebo" 1 "WE:Placebo"
"8192" "WE" "Placebo" 0 "WE:Placebo"
"8193" "NA" "High" 0 "NA:High"
"8194" "NA" "High" 0 "NA:High"
"8195" "NA" "High" 0 "NA:High"
"8196" "WE" "Placebo" 0 "WE:Placebo"
"8197" "NA" "High" 0 "NA:High"
"8198" "WE" "Placebo" 0 "WE:Placebo"
"8199" "WE" "Placebo" 0 "WE:Placebo"
"8200" "WE" "Placebo" 0 "WE:Placebo"
"8201" "WE" "Placebo" 0 "WE:Placebo"
"8202" "NA" "High" 1 "NA:High"
"8203" "WE" "Placebo" 0 "WE:Placebo"
"8204" "NA" "High" 1 "NA:High"
"8205" "WE" "Placebo" 0 "WE:Placebo"
"8206" "NA" "High" 0 "NA:High"
"8207" "WE" "Placebo" 0 "WE:Placebo"
"8208" "NA" "High" 0 "NA:High"
"8209" "WE" "High" 1 "WE:High"
"8210" "WE" "High" 0 "WE:High"
"8211" "WE" "High" 1 "WE:High"
"8212" "WE" "High" 1 "WE:High"
"8213" "WE" "High" 0 "WE:High"
"8214" "WE" "High" 1 "WE:High"
"8215" "WE" "High" 1 "WE:High"
"8216" "WE" "High" 0 "WE:High"
"8217" "WE" "Placebo" 0 "WE:Placebo"
"8218" "WE" "Placebo" 0 "WE:Placebo"
"8219" "WE" "Placebo" 0 "WE:Placebo"
"8220" "WE" "High" 1 "WE:High"
"8221" "WE" "Placebo" 0 "WE:Placebo"
"8222" "WE" "High" 0 "WE:High"
"8223" "WE" "High" 0 "WE:High"
"8224" "WE" "High" 1 "WE:High"
"8225" "WE" "High" 1 "WE:High"
"8226" "WE" "High" 0 "WE:High"
"8227" "WE" "Placebo" 1 "WE:Placebo"
"8228" "WE" "High" 0 "WE:High"
"8229" "WE" "High" 0 "WE:High"
"8230" "WE" "High" 0 "WE:High"
"8231" "WE" "High" 1 "WE:High"
"8232" "NA" "Placebo" 0 "NA:Placebo"
"8233" "NA" "Placebo" 0 "NA:Placebo"
"8234" "NA" "Placebo" 0 "NA:Placebo"
"8235" "NA" "Placebo" 0 "NA:Placebo"
"8236" "NA" "Placebo" 1 "NA:Placebo"
"8237" "NA" "Placebo" 0 "NA:Placebo"
"8238" "NA" "Placebo" 0 "NA:Placebo"
"8239" "EE" "High" 1 "EE:High"
"8240" "EE" "High" 1 "EE:High"
"8241" "EE" "High" 0 "EE:High"
"8242" "EE" "High" 0 "EE:High"
"8243" "NA" "Placebo" 0 "NA:Placebo"
"8244" "NA" "Placebo" 0 "NA:Placebo"
"8245" "EE" "High" 0 "EE:High"
"8246" "NA" "Placebo" 1 "NA:Placebo"
"8247" "EE" "High" 0 "EE:High"
"8248" "EE" "High" 0 "EE:High"
"8249" "NA" "Placebo" 0 "NA:Placebo"
"8250" "EE" "High" 0 "EE:High"
"8251" "NA" "Placebo" 0 "NA:Placebo"
"8252" "NA" "Placebo" 0 "NA:Placebo"
"8253" "EE" "High" 1 "EE:High"
"8254" "EE" "High" 1 "EE:High"
"8255" "NA" "Placebo" 0 "NA:Placebo"
"8256" "NA" "Placebo" 1 "NA:Placebo"
"8257" "EE" "High" 1 "EE:High"
"8258" "NA" "Placebo" 0 "NA:Placebo"
"8259" "EE" "High" 1 "EE:High"
"8260" "NA" "Placebo" 0 "NA:Placebo"
"8261" "NA" "Placebo" 0 "NA:Placebo"
"8262" "EE" "High" 0 "EE:High"
"8263" "NA" "Placebo" 0 "NA:Placebo"
"8264" "NA" "Placebo" 0 "NA:Placebo"
"8265" "EE" "High" 0 "EE:High"
"8266" "EE" "High" 0 "EE:High"
"8267" "EE" "High" 0 "EE:High"
"8268" "EE" "High" 0 "EE:High"
"8269" "NA" "Placebo" 0 "NA:Placebo"
"8270" "EE" "High" 0 "EE:High"
"8271" "EE" "High" 0 "EE:High"
"8272" "EE" "Placebo" 0 "EE:Placebo"
"8273" "EE" "High" 0 "EE:High"
"8274" "EE" "Placebo" 1 "EE:Placebo"
"8275" "EE" "Placebo" 0 "EE:Placebo"
"8276" "EE" "Placebo" 0 "EE:Placebo"
"8277" "WE" "High" 0 "WE:High"
"8278" "EE" "Placebo" 0 "EE:Placebo"
"8279" "EE" "Placebo" 0 "EE:Placebo"
"8280" "EE" "Placebo" 1 "EE:Placebo"
"8281" "WE" "High" 0 "WE:High"
"8282" "EE" "Placebo" 0 "EE:Placebo"
"8283" "WE" "High" 1 "WE:High"
"8284" "WE" "High" 0 "WE:High"
"8285" "EE" "Placebo" 0 "EE:Placebo"
"8286" "WE" "High" 0 "WE:High"
"8287" "EE" "Placebo" 0 "EE:Placebo"
"8288" "EE" "Placebo" 0 "EE:Placebo"
"8289" "EE" "Placebo" 0 "EE:Placebo"
"8290" "WE" "High" 0 "WE:High"
"8291" "WE" "High" 0 "WE:High"
"8292" "WE" "High" 0 "WE:High"
"8293" "EE" "Placebo" 1 "EE:Placebo"
"8294" "EE" "Placebo" 0 "EE:Placebo"
"8295" "WE" "High" 0 "WE:High"
"8296" "WE" "High" 1 "WE:High"
"8297" "EE" "Placebo" 0 "EE:Placebo"
"8298" "EE" "Placebo" 0 "EE:Placebo"
"8299" "EE" "Placebo" 0 "EE:Placebo"
"8300" "EE" "Placebo" 1 "EE:Placebo"
"8301" "EE" "Placebo" 0 "EE:Placebo"
"8302" "WE" "High" 0 "WE:High"
"8303" "WE" "High" 0 "WE:High"
"8304" "EE" "Placebo" 0 "EE:Placebo"
"8305" "EE" "Placebo" 0 "EE:Placebo"
"8306" "EE" "Placebo" 1 "EE:Placebo"
"8307" "EE" "Placebo" 0 "EE:Placebo"
"8308" "WE" "High" 1 "WE:High"
"8309" "WE" "High" 1 "WE:High"
"8310" "EE" "Placebo" 1 "EE:Placebo"
"8311" "WE" "High" 1 "WE:High"
"8312" "EE" "Placebo" 0 "EE:Placebo"
"8313" "EE" "Placebo" 0 "EE:Placebo"
"8314" "WE" "High" 0 "WE:High"
"8315" "EE" "Placebo" 0 "EE:Placebo"
"8316" "WE" "High" 0 "WE:High"
"8317" "WE" "High" 0 "WE:High"
"8318" "EE" "Placebo" 0 "EE:Placebo"
"8319" "EE" "Placebo" 0 "EE:Placebo"
"8320" "EE" "Placebo" 0 "EE:Placebo"
"8321" "EE" "Placebo" 1 "EE:Placebo"
"8322" "WE" "High" 0 "WE:High"
"8323" "WE" "Placebo" 0 "WE:Placebo"
"8324" "WE" "High" 0 "WE:High"
"8325" "WE" "High" 0 "WE:High"
"8326" "WE" "High" 0 "WE:High"
"8327" "WE" "High" 0 "WE:High"
"8328" "WE" "High" 0 "WE:High"
"8329" "WE" "Placebo" 0 "WE:Placebo"
"8330" "WE" "High" 0 "WE:High"
"8331" "WE" "Placebo" 1 "WE:Placebo"
"8332" "WE" "Placebo" 0 "WE:Placebo"
"8333" "WE" "Placebo" 0 "WE:Placebo"
"8334" "WE" "Placebo" 1 "WE:Placebo"
"8335" "WE" "High" 0 "WE:High"
"8336" "WE" "Placebo" 0 "WE:Placebo"
"8337" "EE" "High" 0 "EE:High"
"8338" "EE" "High" 0 "EE:High"
"8339" "EE" "High" 0 "EE:High"
"8340" "WE" "Placebo" 0 "WE:Placebo"
"8341" "EE" "High" 1 "EE:High"
"8342" "EE" "High" 0 "EE:High"
"8343" "EE" "High" 0 "EE:High"
"8344" "NA" "Placebo" 0 "NA:Placebo"
"8345" "NA" "Placebo" 0 "NA:Placebo"
"8346" "EE" "High" 0 "EE:High"
"8347" "EE" "High" 0 "EE:High"
"8348" "EE" "High" 0 "EE:High"
"8349" "NA" "Placebo" 0 "NA:Placebo"
"8350" "EE" "High" 1 "EE:High"
"8351" "NA" "Placebo" 1 "NA:Placebo"
"8352" "NA" "Placebo" 0 "NA:Placebo"
"8353" "EE" "High" 0 "EE:High"
"8354" "EE" "High" 1 "EE:High"
"8355" "EE" "High" 0 "EE:High"
"8356" "EE" "High" 0 "EE:High"
"8357" "NA" "Placebo" 0 "NA:Placebo"
"8358" "NA" "Placebo" 1 "NA:Placebo"
"8359" "EE" "High" 0 "EE:High"
"8360" "NA" "Placebo" 0 "NA:Placebo"
"8361" "NA" "Placebo" 0 "NA:Placebo"
"8362" "EE" "High" 1 "EE:High"
"8363" "NA" "Placebo" 0 "NA:Placebo"
"8364" "NA" "Placebo" 0 "NA:Placebo"
"8365" "EE" "High" 0 "EE:High"
"8366" "NA" "Placebo" 0 "NA:Placebo"
"8367" "EE" "High" 0 "EE:High"
"8368" "EE" "High" 0 "EE:High"
"8369" "EE" "High" 0 "EE:High"
"8370" "EE" "High" 0 "EE:High"
"8371" "NA" "Placebo" 0 "NA:Placebo"
"8372" "EE" "High" 0 "EE:High"
"8373" "NA" "Placebo" 0 "NA:Placebo"
"8374" "EE" "High" 0 "EE:High"
"8375" "EE" "High" 0 "EE:High"
"8376" "NA" "Placebo" 0 "NA:Placebo"
"8377" "NA" "Placebo" 1 "NA:Placebo"
"8378" "NA" "Placebo" 0 "NA:Placebo"
"8379" "NA" "Placebo" 1 "NA:Placebo"
"8380" "EE" "High" 1 "EE:High"
"8381" "NA" "Placebo" 0 "NA:Placebo"
"8382" "NA" "Placebo" 0 "NA:Placebo"
"8383" "NA" "Placebo" 0 "NA:Placebo"
"8384" "NA" "Placebo" 0 "NA:Placebo"
"8385" "EE" "High" 0 "EE:High"
"8386" "NA" "Placebo" 0 "NA:Placebo"
"8387" "EE" "High" 1 "EE:High"
"8388" "EE" "High" 0 "EE:High"
"8389" "NA" "Placebo" 0 "NA:Placebo"
"8390" "NA" "Placebo" 1 "NA:Placebo"
"8391" "NA" "Placebo" 0 "NA:Placebo"
"8392" "EE" "High" 0 "EE:High"
"8393" "NA" "Placebo" 0 "NA:Placebo"
"8394" "EE" "High" 0 "EE:High"
"8395" "NA" "Placebo" 0 "NA:Placebo"
"8396" "EE" "High" 0 "EE:High"
"8397" "EE" "High" 0 "EE:High"
"8398" "EE" "High" 0 "EE:High"
"8399" "NA" "Placebo" 0 "NA:Placebo"
"8400" "EE" "High" 0 "EE:High"
"8401" "EE" "High" 0 "EE:High"
"8402" "NA" "Placebo" 0 "NA:Placebo"
"8403" "EE" "High" 0 "EE:High"
"8404" "EE" "High" 0 "EE:High"
"8405" "EE" "High" 0 "EE:High"
"8406" "NA" "Placebo" 0 "NA:Placebo"
"8407" "NA" "High" 0 "NA:High"
"8408" "NA" "High" 0 "NA:High"
"8409" "NA" "High" 0 "NA:High"
"8410" "NA" "Placebo" 0 "NA:Placebo"
"8411" "NA" "High" 0 "NA:High"
"8412" "NA" "High" 0 "NA:High"
"8413" "NA" "Placebo" 0 "NA:Placebo"
"8414" "NA" "High" 0 "NA:High"
"8415" "NA" "High" 0 "NA:High"
"8416" "WE" "Placebo" 0 "WE:Placebo"
"8417" "NA" "High" 1 "NA:High"
"8418" "NA" "High" 0 "NA:High"
"8419" "NA" "High" 0 "NA:High"
"8420" "WE" "Placebo" 0 "WE:Placebo"
"8421" "NA" "High" 0 "NA:High"
"8422" "NA" "High" 0 "NA:High"
"8423" "NA" "High" 0 "NA:High"
"8424" "NA" "High" 1 "NA:High"
"8425" "NA" "High" 0 "NA:High"
"8426" "WE" "Placebo" 0 "WE:Placebo"
"8427" "NA" "High" 0 "NA:High"
"8428" "NA" "High" 0 "NA:High"
"8429" "NA" "High" 0 "NA:High"
"8430" "NA" "High" 0 "NA:High"
"8431" "NA" "High" 0 "NA:High"
