"Region" "Treat" "X" "RegionTreat"
"1405" "WE" "High" 0 "WE:High"
"1406" "WE" "High" 0 "WE:High"
"1407" "NA" "Placebo" 0 "NA:Placebo"
"1408" "WE" "High" 0 "WE:High"
"1409" "NA" "Placebo" 0 "NA:Placebo"
"1410" "WE" "High" 0 "WE:High"
"1411" "WE" "High" 0 "WE:High"
"1412" "WE" "High" 0 "WE:High"
"1413" "NA" "Placebo" 0 "NA:Placebo"
"1414" "NA" "Placebo" 1 "NA:Placebo"
"1415" "NA" "Placebo" 0 "NA:Placebo"
"1416" "WE" "High" 0 "WE:High"
"1417" "WE" "High" 0 "WE:High"
"1418" "WE" "High" 1 "WE:High"
"1419" "NA" "Placebo" 0 "NA:Placebo"
"1420" "WE" "High" 0 "WE:High"
"1421" "NA" "Placebo" 0 "NA:Placebo"
"1422" "NA" "Placebo" 0 "NA:Placebo"
"1423" "NA" "Placebo" 0 "NA:Placebo"
"1424" "WE" "High" 0 "WE:High"
"1425" "NA" "Placebo" 0 "NA:Placebo"
"1426" "WE" "High" 0 "WE:High"
"1427" "WE" "High" 0 "WE:High"
"1428" "WE" "High" 0 "WE:High"
"1429" "NA" "Placebo" 0 "NA:Placebo"
"1430" "WE" "High" 0 "WE:High"
"1431" "WE" "High" 0 "WE:High"
"1432" "WE" "High" 0 "WE:High"
"1433" "WE" "High" 0 "WE:High"
"1434" "WE" "High" 0 "WE:High"
"1435" "WE" "Placebo" 0 "WE:Placebo"
"1436" "WE" "High" 0 "WE:High"
"1437" "WE" "High" 0 "WE:High"
"1438" "WE" "Placebo" 0 "WE:Placebo"
"1439" "WE" "High" 0 "WE:High"
"1440" "WE" "Placebo" 1 "WE:Placebo"
"1441" "WE" "High" 0 "WE:High"
"1442" "WE" "High" 0 "WE:High"
"1443" "WE" "High" 0 "WE:High"
"1444" "WE" "Placebo" 0 "WE:Placebo"
"1445" "WE" "High" 0 "WE:High"
"1446" "WE" "Placebo" 0 "WE:Placebo"
"1447" "WE" "High" 0 "WE:High"
"1448" "WE" "High" 0 "WE:High"
"1449" "WE" "High" 1 "WE:High"
"1450" "WE" "High" 0 "WE:High"
"1451" "WE" "High" 0 "WE:High"
"1452" "WE" "High" 0 "WE:High"
"1453" "WE" "High" 0 "WE:High"
"1454" "WE" "High" 0 "WE:High"
"1455" "WE" "Placebo" 0 "WE:Placebo"
"1456" "WE" "Placebo" 0 "WE:Placebo"
"1457" "WE" "Placebo" 0 "WE:Placebo"
"1458" "WE" "Placebo" 0 "WE:Placebo"
"1459" "WE" "High" 0 "WE:High"
"1460" "WE" "High" 0 "WE:High"
"1461" "WE" "High" 1 "WE:High"
"1462" "WE" "High" 1 "WE:High"
"1463" "WE" "Placebo" 0 "WE:Placebo"
"1464" "WE" "Placebo" 0 "WE:Placebo"
"1465" "WE" "High" 0 "WE:High"
"1466" "WE" "High" 0 "WE:High"
"1467" "WE" "High" 0 "WE:High"
"1468" "WE" "Placebo" 0 "WE:Placebo"
"1469" "WE" "Placebo" 0 "WE:Placebo"
"1470" "WE" "High" 0 "WE:High"
"1471" "WE" "High" 0 "WE:High"
"1472" "WE" "Placebo" 0 "WE:Placebo"
"1473" "WE" "High" 0 "WE:High"
"1474" "WE" "Placebo" 0 "WE:Placebo"
"1475" "WE" "Placebo" 0 "WE:Placebo"
"1476" "WE" "High" 0 "WE:High"
"1477" "WE" "High" 0 "WE:High"
"1478" "WE" "High" 0 "WE:High"
"1479" "WE" "Placebo" 0 "WE:Placebo"
"1480" "WE" "High" 0 "WE:High"
"1481" "WE" "Placebo" 0 "WE:Placebo"
"1482" "WE" "High" 0 "WE:High"
"1483" "WE" "High" 0 "WE:High"
"1484" "WE" "High" 0 "WE:High"
"1485" "NA" "Placebo" 0 "NA:Placebo"
"1486" "WE" "High" 0 "WE:High"
"1487" "WE" "High" 0 "WE:High"
"1488" "WE" "High" 0 "WE:High"
"1489" "NA" "Placebo" 0 "NA:Placebo"
"1490" "NA" "Placebo" 0 "NA:Placebo"
"1491" "NA" "Placebo" 0 "NA:Placebo"
"1492" "NA" "Placebo" 0 "NA:Placebo"
"1493" "WE" "High" 0 "WE:High"
"1494" "WE" "High" 0 "WE:High"
"1495" "WE" "High" 0 "WE:High"
"1496" "WE" "High" 0 "WE:High"
"1497" "WE" "High" 0 "WE:High"
"1498" "WE" "High" 0 "WE:High"
"1499" "WE" "High" 0 "WE:High"
"1500" "WE" "High" 0 "WE:High"
"1501" "NA" "Placebo" 1 "NA:Placebo"
"1502" "NA" "Placebo" 1 "NA:Placebo"
"1503" "NA" "Placebo" 0 "NA:Placebo"
"1504" "NA" "Placebo" 0 "NA:Placebo"
"1505" "NA" "Placebo" 0 "NA:Placebo"
"1506" "NA" "Placebo" 0 "NA:Placebo"
"1507" "NA" "Placebo" 0 "NA:Placebo"
"1508" "NA" "Placebo" 0 "NA:Placebo"
"1509" "WE" "High" 0 "WE:High"
"1510" "NA" "Placebo" 1 "NA:Placebo"
"1511" "NA" "Placebo" 0 "NA:Placebo"
"1512" "WE" "Placebo" 0 "WE:Placebo"
"1513" "NA" "High" 0 "NA:High"
"1514" "NA" "High" 0 "NA:High"
"1515" "WE" "Placebo" 0 "WE:Placebo"
"1516" "WE" "Placebo" 1 "WE:Placebo"
"1517" "NA" "High" 0 "NA:High"
"1518" "WE" "Placebo" 0 "WE:Placebo"
"1519" "NA" "High" 0 "NA:High"
"1520" "NA" "High" 0 "NA:High"
"1521" "WE" "Placebo" 0 "WE:Placebo"
"1522" "WE" "Placebo" 0 "WE:Placebo"
"1523" "WE" "Placebo" 0 "WE:Placebo"
"1524" "NA" "High" 0 "NA:High"
"1525" "NA" "High" 0 "NA:High"
"1526" "NA" "High" 1 "NA:High"
"1527" "NA" "High" 0 "NA:High"
"1528" "WE" "Placebo" 0 "WE:Placebo"
"1529" "WE" "Placebo" 0 "WE:Placebo"
"1530" "NA" "High" 0 "NA:High"
"1531" "WE" "Placebo" 0 "WE:Placebo"
"1532" "WE" "Placebo" 1 "WE:Placebo"
"1533" "NA" "High" 0 "NA:High"
"1534" "WE" "Placebo" 0 "WE:Placebo"
"1535" "WE" "Placebo" 0 "WE:Placebo"
"1536" "NA" "High" 0 "NA:High"
"1537" "NA" "High" 0 "NA:High"
"1538" "NA" "High" 1 "NA:High"
"1539" "NA" "High" 0 "NA:High"
"1540" "EE" "Placebo" 1 "EE:Placebo"
"1541" "NA" "High" 0 "NA:High"
"1542" "EE" "Placebo" 0 "EE:Placebo"
"1543" "EE" "Placebo" 0 "EE:Placebo"
"1544" "EE" "Placebo" 0 "EE:Placebo"
"1545" "EE" "Placebo" 0 "EE:Placebo"
"1546" "NA" "High" 0 "NA:High"
"1547" "NA" "High" 0 "NA:High"
"1548" "EE" "Placebo" 0 "EE:Placebo"
"1549" "NA" "High" 0 "NA:High"
"1550" "NA" "High" 0 "NA:High"
"1551" "NA" "High" 0 "NA:High"
"1552" "NA" "High" 1 "NA:High"
"1553" "EE" "Placebo" 0 "EE:Placebo"
"1554" "NA" "High" 0 "NA:High"
"1555" "LA" "High" 0 "LA:High"
"1556" "EE" "Placebo" 0 "EE:Placebo"
"1557" "LA" "High" 0 "LA:High"
"1558" "LA" "High" 0 "LA:High"
"1559" "EE" "Placebo" 1 "EE:Placebo"
"1560" "EE" "Placebo" 0 "EE:Placebo"
"1561" "EE" "Placebo" 0 "EE:Placebo"
"1562" "LA" "High" 0 "LA:High"
"1563" "EE" "Placebo" 0 "EE:Placebo"
"1564" "LA" "High" 0 "LA:High"
"1565" "EE" "Placebo" 0 "EE:Placebo"
"1566" "EE" "Placebo" 0 "EE:Placebo"
"1567" "LA" "High" 0 "LA:High"
"1568" "LA" "High" 0 "LA:High"
"1569" "EE" "Placebo" 0 "EE:Placebo"
"1570" "EE" "Placebo" 0 "EE:Placebo"
"1571" "EE" "Placebo" 1 "EE:Placebo"
"1572" "EE" "Placebo" 0 "EE:Placebo"
"1573" "EE" "Placebo" 0 "EE:Placebo"
"1574" "EE" "Placebo" 0 "EE:Placebo"
"1575" "EE" "Placebo" 0 "EE:Placebo"
"1576" "EE" "Placebo" 0 "EE:Placebo"
"1577" "EE" "Placebo" 0 "EE:Placebo"
"1578" "EE" "Placebo" 0 "EE:Placebo"
"1579" "LA" "High" 0 "LA:High"
"1580" "EE" "Placebo" 1 "EE:Placebo"
"1581" "NA" "Placebo" 0 "NA:Placebo"
"1582" "NA" "Placebo" 1 "NA:Placebo"
"1583" "LA" "High" 0 "LA:High"
"1584" "LA" "High" 0 "LA:High"
"1585" "LA" "High" 0 "LA:High"
"1586" "LA" "High" 0 "LA:High"
"1587" "LA" "High" 0 "LA:High"
"1588" "NA" "Placebo" 0 "NA:Placebo"
"1589" "NA" "Placebo" 0 "NA:Placebo"
"1590" "NA" "Placebo" 1 "NA:Placebo"
"1591" "LA" "High" 0 "LA:High"
"1592" "LA" "High" 0 "LA:High"
"1593" "LA" "High" 1 "LA:High"
"1594" "NA" "Placebo" 0 "NA:Placebo"
"1595" "NA" "Placebo" 0 "NA:Placebo"
"1596" "NA" "Placebo" 0 "NA:Placebo"
"1597" "NA" "Placebo" 0 "NA:Placebo"
"1598" "NA" "Placebo" 0 "NA:Placebo"
"1599" "NA" "Placebo" 0 "NA:Placebo"
"1600" "LA" "High" 1 "LA:High"
"1601" "NA" "Placebo" 1 "NA:Placebo"
"1602" "NA" "Placebo" 0 "NA:Placebo"
"1603" "LA" "High" 0 "LA:High"
"1604" "NA" "Placebo" 1 "NA:Placebo"
"1605" "NA" "Placebo" 0 "NA:Placebo"
"1606" "LA" "High" 0 "LA:High"
"1607" "NA" "Placebo" 0 "NA:Placebo"
"1608" "NA" "Placebo" 0 "NA:Placebo"
"1609" "NA" "Placebo" 0 "NA:Placebo"
"1610" "LA" "High" 1 "LA:High"
"1611" "LA" "High" 0 "LA:High"
"1612" "LA" "High" 1 "LA:High"
"1613" "WE" "High" 0 "WE:High"
"1614" "WE" "High" 0 "WE:High"
"1615" "NA" "Placebo" 0 "NA:Placebo"
"1616" "WE" "High" 0 "WE:High"
"1617" "NA" "Placebo" 0 "NA:Placebo"
"1618" "NA" "Placebo" 0 "NA:Placebo"
"1619" "NA" "Placebo" 0 "NA:Placebo"
"1620" "WE" "High" 0 "WE:High"
"1621" "NA" "Placebo" 0 "NA:Placebo"
"1622" "WE" "High" 0 "WE:High"
"1623" "NA" "Placebo" 0 "NA:Placebo"
"1624" "WE" "High" 1 "WE:High"
"1625" "NA" "Placebo" 0 "NA:Placebo"
"1626" "WE" "High" 0 "WE:High"
"1627" "WE" "High" 0 "WE:High"
"1628" "NA" "Placebo" 0 "NA:Placebo"
"1629" "NA" "Placebo" 0 "NA:Placebo"
"1630" "NA" "Placebo" 0 "NA:Placebo"
"1631" "WE" "High" 0 "WE:High"
"1632" "WE" "High" 0 "WE:High"
"1633" "NA" "Placebo" 0 "NA:Placebo"
"1634" "WE" "High" 0 "WE:High"
"1635" "WE" "High" 0 "WE:High"
"1636" "WE" "High" 0 "WE:High"
"1637" "NA" "Placebo" 0 "NA:Placebo"
"1638" "WE" "High" 0 "WE:High"
"1639" "NA" "Placebo" 1 "NA:Placebo"
"1640" "NA" "Placebo" 0 "NA:Placebo"
"1641" "NA" "Placebo" 1 "NA:Placebo"
"1642" "WE" "High" 0 "WE:High"
"1643" "NA" "Placebo" 0 "NA:Placebo"
"1644" "NA" "Placebo" 0 "NA:Placebo"
"1645" "WE" "High" 0 "WE:High"
"1646" "NA" "Placebo" 0 "NA:Placebo"
"1647" "WE" "High" 1 "WE:High"
"1648" "NA" "Placebo" 0 "NA:Placebo"
"1649" "NA" "Placebo" 0 "NA:Placebo"
"1650" "WE" "High" 0 "WE:High"
"1651" "NA" "Placebo" 0 "NA:Placebo"
"1652" "NA" "Placebo" 1 "NA:Placebo"
"1653" "NA" "Placebo" 0 "NA:Placebo"
"1654" "NA" "Placebo" 0 "NA:Placebo"
"1655" "NA" "Placebo" 0 "NA:Placebo"
"1656" "NA" "Placebo" 0 "NA:Placebo"
"1657" "NA" "Placebo" 0 "NA:Placebo"
"1658" "WE" "High" 0 "WE:High"
"1659" "NA" "Placebo" 0 "NA:Placebo"
"1660" "NA" "Placebo" 0 "NA:Placebo"
"1661" "WE" "High" 0 "WE:High"
"1662" "NA" "Placebo" 1 "NA:Placebo"
"1663" "WE" "High" 0 "WE:High"
"1664" "WE" "High" 0 "WE:High"
"1665" "WE" "High" 1 "WE:High"
"1666" "WE" "High" 0 "WE:High"
"1667" "WE" "Placebo" 0 "WE:Placebo"
"1668" "WE" "High" 0 "WE:High"
"1669" "WE" "High" 0 "WE:High"
"1670" "WE" "High" 0 "WE:High"
"1671" "WE" "High" 0 "WE:High"
"1672" "WE" "Placebo" 0 "WE:Placebo"
"1673" "WE" "Placebo" 0 "WE:Placebo"
"1674" "WE" "Placebo" 0 "WE:Placebo"
"1675" "WE" "Placebo" 0 "WE:Placebo"
"1676" "WE" "High" 0 "WE:High"
"1677" "WE" "High" 0 "WE:High"
"1678" "WE" "Placebo" 0 "WE:Placebo"
"1679" "WE" "High" 0 "WE:High"
"1680" "WE" "High" 0 "WE:High"
"1681" "WE" "Placebo" 0 "WE:Placebo"
"1682" "WE" "Placebo" 0 "WE:Placebo"
"1683" "NA" "High" 1 "NA:High"
"1684" "WE" "Placebo" 0 "WE:Placebo"
"1685" "NA" "High" 0 "NA:High"
"1686" "WE" "Placebo" 0 "WE:Placebo"
"1687" "NA" "High" 1 "NA:High"
"1688" "WE" "Placebo" 0 "WE:Placebo"
"1689" "WE" "Placebo" 0 "WE:Placebo"
"1690" "NA" "High" 0 "NA:High"
"1691" "NA" "High" 0 "NA:High"
"1692" "WE" "Placebo" 0 "WE:Placebo"
"1693" "NA" "High" 0 "NA:High"
"1694" "NA" "High" 0 "NA:High"
"1695" "WE" "Placebo" 0 "WE:Placebo"
"1696" "NA" "High" 0 "NA:High"
"1697" "WE" "Placebo" 0 "WE:Placebo"
"1698" "NA" "High" 0 "NA:High"
"1699" "NA" "High" 0 "NA:High"
"1700" "WE" "Placebo" 0 "WE:Placebo"
"1701" "NA" "High" 0 "NA:High"
"1702" "NA" "High" 0 "NA:High"
"1703" "WE" "Placebo" 0 "WE:Placebo"
"1704" "WE" "Placebo" 0 "WE:Placebo"
"1705" "WE" "Placebo" 0 "WE:Placebo"
"1706" "WE" "Placebo" 0 "WE:Placebo"
"1707" "WE" "Placebo" 1 "WE:Placebo"
"1708" "WE" "Placebo" 1 "WE:Placebo"
"1709" "WE" "Placebo" 0 "WE:Placebo"
"1710" "WE" "Placebo" 1 "WE:Placebo"
"1711" "NA" "High" 0 "NA:High"
"1712" "NA" "High" 0 "NA:High"
"1713" "WE" "Placebo" 1 "WE:Placebo"
"1714" "WE" "Placebo" 0 "WE:Placebo"
"1715" "NA" "High" 0 "NA:High"
"1716" "NA" "High" 0 "NA:High"
"1717" "WE" "Placebo" 0 "WE:Placebo"
"1718" "WE" "Placebo" 0 "WE:Placebo"
"1719" "NA" "High" 0 "NA:High"
"1720" "NA" "High" 1 "NA:High"
"1721" "NA" "High" 0 "NA:High"
"1722" "WE" "Placebo" 1 "WE:Placebo"
"1723" "WE" "Placebo" 0 "WE:Placebo"
"1724" "NA" "High" 0 "NA:High"
"1725" "NA" "High" 0 "NA:High"
"1726" "NA" "High" 1 "NA:High"
"1727" "NA" "High" 0 "NA:High"
"1728" "EE" "High" 0 "EE:High"
"1729" "EE" "High" 1 "EE:High"
"1730" "EE" "High" 0 "EE:High"
"1731" "EE" "High" 0 "EE:High"
"1732" "EE" "High" 0 "EE:High"
"1733" "EE" "High" 1 "EE:High"
"1734" "EE" "High" 0 "EE:High"
"1735" "EE" "High" 0 "EE:High"
"1736" "EE" "High" 0 "EE:High"
"1737" "NA" "Placebo" 0 "NA:Placebo"
"1738" "NA" "Placebo" 0 "NA:Placebo"
"1739" "NA" "Placebo" 0 "NA:Placebo"
"1740" "EE" "High" 0 "EE:High"
"1741" "EE" "High" 0 "EE:High"
"1742" "EE" "High" 0 "EE:High"
"1743" "NA" "Placebo" 0 "NA:Placebo"
"1744" "EE" "High" 1 "EE:High"
"1745" "NA" "Placebo" 0 "NA:Placebo"
"1746" "EE" "High" 0 "EE:High"
"1747" "EE" "High" 0 "EE:High"
"1748" "NA" "Placebo" 0 "NA:Placebo"
"1749" "EE" "High" 0 "EE:High"
"1750" "EE" "High" 1 "EE:High"
"1751" "EE" "High" 0 "EE:High"
"1752" "NA" "Placebo" 0 "NA:Placebo"
"1753" "EE" "High" 0 "EE:High"
"1754" "NA" "Placebo" 0 "NA:Placebo"
"1755" "EE" "High" 1 "EE:High"
"1756" "NA" "Placebo" 1 "NA:Placebo"
"1757" "NA" "Placebo" 0 "NA:Placebo"
"1758" "NA" "Placebo" 1 "NA:Placebo"
"1759" "NA" "Placebo" 0 "NA:Placebo"
"1760" "EE" "High" 1 "EE:High"
"1761" "EE" "High" 0 "EE:High"
"1762" "NA" "Placebo" 0 "NA:Placebo"
"1763" "NA" "Placebo" 0 "NA:Placebo"
"1764" "EE" "High" 1 "EE:High"
"1765" "EE" "High" 0 "EE:High"
"1766" "NA" "High" 0 "NA:High"
"1767" "NA" "Placebo" 0 "NA:Placebo"
"1768" "NA" "Placebo" 0 "NA:Placebo"
"1769" "NA" "Placebo" 0 "NA:Placebo"
"1770" "NA" "High" 0 "NA:High"
"1771" "NA" "Placebo" 0 "NA:Placebo"
"1772" "NA" "High" 0 "NA:High"
"1773" "NA" "High" 0 "NA:High"
"1774" "NA" "High" 0 "NA:High"
"1775" "NA" "High" 0 "NA:High"
"1776" "NA" "Placebo" 0 "NA:Placebo"
"1777" "NA" "High" 0 "NA:High"
"1778" "NA" "Placebo" 0 "NA:Placebo"
"1779" "NA" "Placebo" 1 "NA:Placebo"
"1780" "NA" "Placebo" 0 "NA:Placebo"
"1781" "NA" "High" 0 "NA:High"
"1782" "NA" "Placebo" 0 "NA:Placebo"
"1783" "NA" "High" 0 "NA:High"
"1784" "NA" "Placebo" 0 "NA:Placebo"
"1785" "NA" "High" 0 "NA:High"
"1786" "NA" "Placebo" 0 "NA:Placebo"
"1787" "NA" "Placebo" 0 "NA:Placebo"
"1788" "NA" "Placebo" 0 "NA:Placebo"
"1789" "NA" "Placebo" 0 "NA:Placebo"
"1790" "NA" "High" 0 "NA:High"
"1791" "NA" "High" 0 "NA:High"
"1792" "NA" "Placebo" 0 "NA:Placebo"
"1793" "NA" "High" 0 "NA:High"
"1794" "NA" "High" 0 "NA:High"
"1795" "NA" "High" 0 "NA:High"
"1796" "NA" "Placebo" 0 "NA:Placebo"
"1797" "NA" "Placebo" 0 "NA:Placebo"
"1798" "NA" "Placebo" 0 "NA:Placebo"
"1799" "NA" "Placebo" 0 "NA:Placebo"
"1800" "NA" "High" 0 "NA:High"
"1801" "NA" "High" 0 "NA:High"
"1802" "NA" "Placebo" 0 "NA:Placebo"
"1803" "NA" "Placebo" 0 "NA:Placebo"
"1804" "NA" "Placebo" 0 "NA:Placebo"
"1805" "NA" "Placebo" 0 "NA:Placebo"
"1806" "NA" "Placebo" 0 "NA:Placebo"
"1807" "NA" "Placebo" 0 "NA:Placebo"
"1808" "NA" "Placebo" 0 "NA:Placebo"
"1809" "LA" "High" 0 "LA:High"
"1810" "LA" "High" 0 "LA:High"
"1811" "LA" "High" 0 "LA:High"
"1812" "LA" "High" 0 "LA:High"
"1813" "LA" "High" 0 "LA:High"
"1814" "LA" "High" 0 "LA:High"
"1815" "LA" "High" 0 "LA:High"
"1816" "LA" "High" 0 "LA:High"
"1817" "LA" "High" 1 "LA:High"
"1818" "LA" "High" 0 "LA:High"
"1819" "LA" "High" 0 "LA:High"
"1820" "LA" "High" 0 "LA:High"
"1821" "LA" "High" 1 "LA:High"
"1822" "LA" "High" 1 "LA:High"
"1823" "LA" "High" 0 "LA:High"
"1824" "LA" "High" 0 "LA:High"
"1825" "WE" "Placebo" 0 "WE:Placebo"
"1826" "LA" "High" 0 "LA:High"
"1827" "LA" "High" 0 "LA:High"
"1828" "LA" "High" 1 "LA:High"
"1829" "WE" "Placebo" 0 "WE:Placebo"
"1830" "LA" "High" 0 "LA:High"
"1831" "LA" "High" 0 "LA:High"
"1832" "WE" "Placebo" 0 "WE:Placebo"
"1833" "WE" "Placebo" 0 "WE:Placebo"
"1834" "WE" "Placebo" 0 "WE:Placebo"
"1835" "WE" "Placebo" 0 "WE:Placebo"
"1836" "WE" "High" 0 "WE:High"
"1837" "WE" "High" 0 "WE:High"
"1838" "WE" "Placebo" 0 "WE:Placebo"
"1839" "WE" "Placebo" 0 "WE:Placebo"
"1840" "WE" "High" 1 "WE:High"
"1841" "WE" "Placebo" 0 "WE:Placebo"
"1842" "WE" "Placebo" 0 "WE:Placebo"
"1843" "WE" "High" 1 "WE:High"
"1844" "WE" "Placebo" 0 "WE:Placebo"
"1845" "WE" "High" 0 "WE:High"
"1846" "WE" "High" 0 "WE:High"
"1847" "WE" "High" 1 "WE:High"
"1848" "WE" "Placebo" 0 "WE:Placebo"
"1849" "WE" "High" 0 "WE:High"
"1850" "WE" "Placebo" 0 "WE:Placebo"
"1851" "WE" "Placebo" 0 "WE:Placebo"
"1852" "WE" "High" 0 "WE:High"
"1853" "WE" "High" 0 "WE:High"
"1854" "WE" "Placebo" 0 "WE:Placebo"
"1855" "WE" "High" 0 "WE:High"
"1856" "WE" "Placebo" 0 "WE:Placebo"
"1857" "WE" "High" 1 "WE:High"
"1858" "WE" "Placebo" 0 "WE:Placebo"
"1859" "WE" "High" 0 "WE:High"
"1860" "WE" "Placebo" 0 "WE:Placebo"
"1861" "WE" "High" 1 "WE:High"
"1862" "WE" "Placebo" 1 "WE:Placebo"
"1863" "WE" "High" 0 "WE:High"
"1864" "WE" "Placebo" 0 "WE:Placebo"
"1865" "WE" "Placebo" 0 "WE:Placebo"
"1866" "WE" "High" 0 "WE:High"
"1867" "WE" "Placebo" 1 "WE:Placebo"
"1868" "WE" "High" 0 "WE:High"
"1869" "WE" "Placebo" 0 "WE:Placebo"
"1870" "WE" "High" 0 "WE:High"
"1871" "WE" "Placebo" 0 "WE:Placebo"
"1872" "WE" "High" 1 "WE:High"
"1873" "WE" "Placebo" 0 "WE:Placebo"
"1874" "WE" "High" 0 "WE:High"
"1875" "WE" "High" 0 "WE:High"
"1876" "WE" "High" 0 "WE:High"
"1877" "WE" "Placebo" 0 "WE:Placebo"
"1878" "WE" "High" 1 "WE:High"
"1879" "WE" "High" 1 "WE:High"
"1880" "WE" "High" 1 "WE:High"
"1881" "WE" "High" 0 "WE:High"
"1882" "WE" "Placebo" 0 "WE:Placebo"
"1883" "WE" "High" 1 "WE:High"
"1884" "WE" "Placebo" 0 "WE:Placebo"
"1885" "WE" "Placebo" 0 "WE:Placebo"
"1886" "WE" "High" 0 "WE:High"
"1887" "WE" "High" 0 "WE:High"
"1888" "WE" "Placebo" 0 "WE:Placebo"
"1889" "WE" "High" 0 "WE:High"
"1890" "WE" "High" 0 "WE:High"
"1891" "WE" "Placebo" 0 "WE:Placebo"
"1892" "WE" "Placebo" 0 "WE:Placebo"
"1893" "WE" "Placebo" 0 "WE:Placebo"
"1894" "WE" "High" 1 "WE:High"
"1895" "LA" "High" 0 "LA:High"
"1896" "WE" "Placebo" 0 "WE:Placebo"
"1897" "LA" "High" 0 "LA:High"
"1898" "LA" "High" 0 "LA:High"
"1899" "WE" "Placebo" 0 "WE:Placebo"
"1900" "WE" "Placebo" 0 "WE:Placebo"
"1901" "WE" "Placebo" 1 "WE:Placebo"
"1902" "WE" "Placebo" 0 "WE:Placebo"
"1903" "WE" "Placebo" 0 "WE:Placebo"
"1904" "LA" "High" 0 "LA:High"
"1905" "WE" "Placebo" 0 "WE:Placebo"
"1906" "WE" "Placebo" 0 "WE:Placebo"
"1907" "WE" "Placebo" 0 "WE:Placebo"
"1908" "WE" "Placebo" 0 "WE:Placebo"
"1909" "WE" "Placebo" 0 "WE:Placebo"
"1910" "WE" "Placebo" 1 "WE:Placebo"
"1911" "WE" "Placebo" 0 "WE:Placebo"
"1912" "WE" "Placebo" 0 "WE:Placebo"
"1913" "WE" "Placebo" 0 "WE:Placebo"
"1914" "WE" "Placebo" 0 "WE:Placebo"
"1915" "WE" "High" 0 "WE:High"
"1916" "WE" "High" 0 "WE:High"
"1917" "WE" "Placebo" 0 "WE:Placebo"
"1918" "WE" "Placebo" 0 "WE:Placebo"
"1919" "WE" "Placebo" 0 "WE:Placebo"
"1920" "WE" "Placebo" 1 "WE:Placebo"
"1921" "WE" "Placebo" 0 "WE:Placebo"
"1922" "WE" "Placebo" 0 "WE:Placebo"
"1923" "WE" "Placebo" 0 "WE:Placebo"
"1924" "WE" "High" 0 "WE:High"
"1925" "WE" "High" 0 "WE:High"
"1926" "WE" "Placebo" 0 "WE:Placebo"
"1927" "WE" "High" 0 "WE:High"
"1928" "WE" "High" 0 "WE:High"
"1929" "WE" "Placebo" 0 "WE:Placebo"
"1930" "NA" "High" 0 "NA:High"
"1931" "WE" "Placebo" 1 "WE:Placebo"
"1932" "WE" "Placebo" 0 "WE:Placebo"
"1933" "WE" "Placebo" 0 "WE:Placebo"
"1934" "NA" "High" 0 "NA:High"
"1935" "NA" "High" 0 "NA:High"
"1936" "WE" "Placebo" 0 "WE:Placebo"
"1937" "WE" "Placebo" 0 "WE:Placebo"
"1938" "NA" "High" 0 "NA:High"
"1939" "NA" "High" 0 "NA:High"
"1940" "NA" "High" 1 "NA:High"
"1941" "NA" "High" 1 "NA:High"
"1942" "WE" "Placebo" 0 "WE:Placebo"
"1943" "NA" "High" 1 "NA:High"
"1944" "WE" "Placebo" 1 "WE:Placebo"
"1945" "NA" "High" 0 "NA:High"
"1946" "NA" "High" 0 "NA:High"
"1947" "NA" "High" 0 "NA:High"
"1948" "NA" "High" 0 "NA:High"
"1949" "NA" "High" 0 "NA:High"
"1950" "WE" "Placebo" 0 "WE:Placebo"
"1951" "WE" "Placebo" 0 "WE:Placebo"
"1952" "NA" "High" 0 "NA:High"
"1953" "NA" "High" 0 "NA:High"
"1954" "NA" "High" 0 "NA:High"
"1955" "WE" "Placebo" 0 "WE:Placebo"
"1956" "WE" "Placebo" 0 "WE:Placebo"
"1957" "NA" "High" 0 "NA:High"
"1958" "WE" "Placebo" 0 "WE:Placebo"
"1959" "NA" "High" 0 "NA:High"
"1960" "WE" "Placebo" 1 "WE:Placebo"
"1961" "NA" "High" 0 "NA:High"
"1962" "WE" "Placebo" 1 "WE:Placebo"
"1963" "NA" "High" 0 "NA:High"
"1964" "NA" "High" 0 "NA:High"
"1965" "NA" "High" 0 "NA:High"
"1966" "NA" "High" 1 "NA:High"
"1967" "WE" "Placebo" 0 "WE:Placebo"
"1968" "NA" "High" 0 "NA:High"
"1969" "NA" "High" 0 "NA:High"
"1970" "WE" "Placebo" 1 "WE:Placebo"
"1971" "WE" "Placebo" 0 "WE:Placebo"
"1972" "WE" "Placebo" 0 "WE:Placebo"
"1973" "WE" "Placebo" 0 "WE:Placebo"
"1974" "NA" "High" 0 "NA:High"
"1975" "WE" "Placebo" 0 "WE:Placebo"
"1976" "NA" "High" 0 "NA:High"
"1977" "WE" "Placebo" 0 "WE:Placebo"
"1978" "NA" "High" 0 "NA:High"
"1979" "WE" "Placebo" 0 "WE:Placebo"
"1980" "NA" "High" 1 "NA:High"
"1981" "WE" "Placebo" 0 "WE:Placebo"
"1982" "NA" "High" 0 "NA:High"
"1983" "NA" "High" 0 "NA:High"
"1984" "NA" "High" 0 "NA:High"
"1985" "NA" "High" 0 "NA:High"
"1986" "NA" "High" 0 "NA:High"
"1987" "WE" "Placebo" 0 "WE:Placebo"
"1988" "NA" "High" 0 "NA:High"
"1989" "NA" "High" 0 "NA:High"
